month,language,push_events,unique_actors,events_per_actor,actor_rank
2016-05,Java,60333,26089,2.3125838475986047,3
2016-05,JavaScript,95501,35249,2.7093250872365173,2
2016-05,Julia,9280,4227,2.195410456588597,15
2016-05,Kotlin,2069,795,2.6025157232704403,21
2016-05,Lua,8201,3469,2.3640818679734794,18
2016-05,Objective-C,11710,4525,2.5878453038674034,14
2016-05,PHP,27803,11975,2.3217536534446763,6
2016-05,Perl,10494,4144,2.5323359073359075,16
2016-05,Python,82948,37302,2.2236877379228996,1
2016-05,R,15651,6139,2.5494380192213715,12
2016-05,Ruby,19327,7940,2.4341309823677584,11
2016-05,Rust,6759,2940,2.298979591836735,19
2016-05,Scala,14069,5777,2.4353470659511856,13
2016-05,Swift,9290,3712,2.5026939655172415,17
2016-05,TypeScript,54506,24651,2.2111070544805487,4
2016-06,C,21942,8042,2.7284257647351406,10
2016-06,C#,28331,11012,2.5727388303668723,5
2016-06,C++,25116,9362,2.6827600939970093,8
2016-06,Dart,22358,8828,2.5326234707748077,9
2016-06,Go,26626,10425,2.554052757793765,7
2016-06,Haskell,5983,2203,2.715842033590558,20
2016-06,Java,61790,23428,2.6374423766433326,3
2016-06,JavaScript,103002,34509,2.9847865774145874,1
2016-06,Julia,8773,3396,2.5833333333333335,19
2016-06,Kotlin,2541,1054,2.4108159392789372,21
2016-06,Lua,9247,3696,2.5018939393939394,17
2016-06,Objective-C,11747,4870,2.4121149897330594,14
2016-06,PHP,28538,10818,2.638010722869292,6
2016-06,Perl,9751,4346,2.243672342383801,15
2016-06,Python,80744,31260,2.5829814459373,2
2016-06,R,15398,6113,2.518894159986913,12
2016-06,Ruby,17806,6755,2.635973353071799,11
2016-06,Rust,7801,3798,2.053975776724592,16
2016-06,Scala,14704,5610,2.6210338680926917,13
2016-06,Swift,9752,3538,2.756359525155455,18
2016-06,TypeScript,52824,20704,2.5513910355486864,4
2016-07,C,21578,9634,2.2397757940626946,9
2016-07,C#,30160,12427,2.4269735253882674,5
2016-07,C++,25708,10479,2.453287527435824,7
2016-07,Dart,23135,9042,2.5586153505861535,10
2016-07,Go,27750,10776,2.5751670378619154,6
2016-07,Haskell,6167,2264,2.7239399293286217,20
2016-07,Java,56477,20777,2.7182461375559512,4
2016-07,JavaScript,100121,34993,2.8611722344468893,2
2016-07,Julia,10184,3987,2.5543014798093804,17
2016-07,Kotlin,3040,1248,2.4358974358974357,21
2016-07,Lua,7932,2921,2.7155083875385144,19
2016-07,Objective-C,10664,4061,2.6259541984732824,15
2016-07,PHP,28317,10102,2.803108295387052,8
2016-07,Perl,10065,4014,2.507473841554559,16
2016-07,Python,87244,35581,2.451982799808887,1
2016-07,R,16564,7580,2.1852242744063326,11
2016-07,Ruby,16652,7407,2.2481436479006347,12
2016-07,Rust,8284,3975,2.084025157232704,18
2016-07,Scala,14081,5763,2.4433454797848344,13
2016-07,Swift,9980,4562,2.1876370013152124,14
2016-07,TypeScript,50850,21248,2.3931664156626504,3
2016-08,C,21762,9162,2.37524557956778,9
2016-08,C#,27593,10176,2.711576257861635,5
2016-08,C++,24853,9760,2.5464139344262295,8
2016-08,Dart,22919,8533,2.6859252314543536,10
2016-08,Go,28674,10154,2.8239117589127436,6
2016-08,Haskell,5678,2093,2.712852365026278,20
2016-08,Java,57995,21095,2.749229675278502,4
2016-08,JavaScript,105727,37084,2.851013914356596,1
2016-08,Julia,10497,4221,2.4868514570007108,15
2016-08,Kotlin,3370,1491,2.2602280348759223,21
2016-08,Lua,8770,3626,2.4186431329288474,19
2016-08,Objective-C,11176,4208,2.655893536121673,16
2016-08,PHP,25647,9888,2.59375,7
2016-08,Perl,9567,3780,2.530952380952381,18
2016-08,Python,84853,33029,2.5690453843591996,2
2016-08,R,15028,6790,2.213254786450663,11
2016-08,Ruby,16917,6581,2.570581978422732,12
2016-08,Rust,8783,3979,2.207338527268158,17
2016-08,Scala,13411,5273,2.543333965484544,13
2016-08,Swift,10095,4247,2.3769719802213327,14
2016-08,TypeScript,51585,21383,2.4124304353926016,3
2016-09,C,22668,9097,2.4918104869737276,10
2016-09,C#,29198,11709,2.49363737296097,5
2016-09,C++,23809,9472,2.5136190878378377,8
2016-09,Dart,24194,9306,2.5998280679131742,9
2016-09,Go,26514,10602,2.500848896434635,7
2016-09,Haskell,6483,2751,2.35659760087241,20
2016-09,Java,54594,19360,2.819938016528926,4
2016-09,JavaScript,109532,39446,2.776758099680576,1
2016-09,Julia,10880,4004,2.717282717282717,16
2016-09,Kotlin,3790,1546,2.451487710219922,21
2016-09,Lua,8328,3536,2.3552036199095023,19
2016-09,Objective-C,10453,4203,2.487033071615513,15
2016-09,PHP,26310,11185,2.35225748770675,6
2016-09,Perl,9600,3876,2.476780185758514,17
2016-09,Python,78773,29143,2.7029818481281955,2
2016-09,R,17273,6673,2.5884909336130675,11
2016-09,Ruby,16531,6188,2.671460892049127,12
2016-09,Rust,8427,3694,2.2812669193286412,18
2016-09,Scala,13828,5732,2.4124214933705512,13
2016-09,Swift,10875,4406,2.4682251475261006,14
2016-09,TypeScript,54884,24098,2.2775334052618477,3
2016-10,C,20959,8505,2.4643151087595534,10
2016-10,C#,26878,9898,2.715498080420287,7
2016-10,C++,23029,9475,2.430501319261214,8
2016-10,Dart,23555,8773,2.6849424370226833,9
2016-10,Go,27030,10579,2.5550619151148504,6
2016-10,Haskell,5933,2353,2.5214619634509137,20
2016-10,Java,56678,22656,2.5016772598870056,4
2016-10,JavaScript,111157,40284,2.7593337305133554,1
2016-10,Julia,11097,4961,2.236847409796412,14
2016-10,Kotlin,4140,1853,2.234214786832164,21
2016-10,Lua,7994,3510,2.2774928774928775,19
2016-10,Objective-C,10280,4289,2.3968290976917697,17
2016-10,PHP,28980,11264,2.5727982954545454,5
2016-10,Perl,9471,3843,2.4644808743169397,18
2016-10,Python,79313,31763,2.4970248402229007,2
2016-10,R,15618,5895,2.649363867684478,11
2016-10,Ruby,16029,5860,2.7353242320819113,12
2016-10,Rust,9622,4421,2.1764306717937116,15
2016-10,Scala,13551,5493,2.4669579464773346,13
2016-10,Swift,11105,4324,2.5682238667900092,16
2016-10,TypeScript,60516,24171,2.5036614124363905,3
2016-11,C,23266,9242,2.5174204717593596,10
2016-11,C#,29027,12463,2.329053999839525,5
2016-11,C++,25369,10234,2.478893883134649,9
2016-11,Dart,22971,10255,2.2399804973183812,8
2016-11,Go,28683,11362,2.5244675233233584,7
2016-11,Haskell,6336,2560,2.475,20
2016-11,Java,54968,20313,2.70605031260769,4
2016-11,JavaScript,113440,40761,2.7830524275655653,1
2016-11,Julia,10511,3786,2.776281035393555,18
2016-11,Kotlin,4748,1879,2.526875997871208,21
2016-11,Lua,8677,3670,2.3643051771117167,19
2016-11,Objective-C,10651,4357,2.4445719531787926,16
2016-11,PHP,29769,11859,2.5102453832532254,6
2016-11,Perl,9962,4311,2.31083275342148,17
2016-11,Python,77985,31289,2.492409472977724,2
2016-11,R,17469,7241,2.412512083966303,11
2016-11,Ruby,16848,6343,2.6561563928740344,12
2016-11,Rust,10564,5453,1.9372822299651569,14
2016-11,Scala,15082,5968,2.5271447721179623,13
2016-11,Swift,12400,4603,2.69389528568325,15
2016-11,TypeScript,54962,23008,2.3888212795549375,3
2016-12,C,22736,8702,2.6127327051252585,10
2016-12,C#,29857,12867,2.32043211315769,5
2016-12,C++,26032,10028,2.595931392102114,8
2016-12,Dart,23013,9514,2.418856422114778,9
2016-12,Go,31871,12114,2.6309228991249793,6
2016-12,Haskell,6332,2420,2.6165289256198347,20
2016-12,Java,63499,24263,2.6171124757861763,3
2016-12,JavaScript,104798,38234,2.740963540304441,1
2016-12,Julia,12524,4734,2.6455428812843262,15
2016-12,Kotlin,5662,2339,2.420692603676785,21
2016-12,Lua,8758,3337,2.6245130356607733,19
2016-12,Objective-C,11047,3998,2.7631315657828917,17
2016-12,PHP,27463,10770,2.549953574744661,7
2016-12,Perl,10108,3907,2.5871512669567442,18
2016-12,Python,82496,36548,2.257196016197877,2
2016-12,R,17895,8036,2.226854156296665,11
2016-12,Ruby,17904,7472,2.3961456102783725,12
2016-12,Rust,10845,5838,1.8576567317574513,14
2016-12,Scala,15544,6487,2.3961769693232617,13
2016-12,Swift,12265,4657,2.6336697444706894,16
2016-12,TypeScript,58114,22684,2.5618938458825604,4
2017-01,C,22305,9063,2.4611055941741147,10
2017-01,C#,30930,12566,2.4614037879993633,5
2017-01,C++,26359,10192,2.5862441130298275,8
2017-01,Dart,25197,9132,2.7591984231274638,9
2017-01,Go,31036,11731,2.6456397579064017,7
2017-01,Haskell,6822,2789,2.446038006453926,20
2017-01,Java,58937,21817,2.7014254938809183,4
2017-01,JavaScript,108969,40024,2.7225914451329203,1
2017-01,Julia,12232,5019,2.437138872285316,16
2017-01,Kotlin,6333,2670,2.3719101123595507,21
2017-01,Lua,8833,3672,2.405501089324619,19
2017-01,Objective-C,10250,4468,2.2940913160250673,17
2017-01,PHP,29092,12104,2.403502974223397,6
2017-01,Perl,9609,3970,2.4204030226700253,18
2017-01,Python,88101,33057,2.6651238769398313,2
2017-01,R,17223,6776,2.5417650531286893,12
2017-01,Ruby,16466,6258,2.6311920741450945,13
2017-01,Rust,12170,6232,1.952824133504493,14
2017-01,Scala,15058,6805,2.212784717119765,11
2017-01,Swift,13433,5338,2.5164855751217683,15
2017-01,TypeScript,67164,27038,2.484059471854427,3
2017-02,C,24347,9411,2.5870789501647007,10
2017-02,C#,32238,12837,2.511334423930825,5
2017-02,C++,28857,11660,2.474871355060034,7
2017-02,Dart,28207,10774,2.6180620011137923,8
2017-02,Go,31045,11895,2.6099201345102983,6
2017-02,Haskell,6906,2722,2.5371050698016164,21
2017-02,Java,58558,22226,2.634662107441735,4
2017-02,JavaScript,112800,40519,2.7838791677978234,1
2017-02,Julia,12213,5138,2.3769949396652392,16
2017-02,Kotlin,6760,2799,2.4151482672382993,20
2017-02,Lua,9654,3568,2.7057174887892375,19
2017-02,Objective-C,10256,3778,2.714663843303335,17
2017-02,PHP,27564,10345,2.6644755920734653,9
2017-02,Perl,10313,3768,2.7369957537154987,18
2017-02,Python,90658,35095,2.583216982476136,2
2017-02,R,19708,7957,2.4768128691717983,11
2017-02,Ruby,16601,6916,2.4003759398496243,12
2017-02,Rust,12969,6674,1.9432124662870842,13
2017-02,Scala,14521,5487,2.6464370329870603,15
2017-02,Swift,15207,6318,2.4069325735992404,14
2017-02,TypeScript,65174,25266,2.5795139713448902,3
2017-03,C,28161,11265,2.499866844207723,9
2017-03,C#,30468,11566,2.6342728687532424,7
2017-03,C++,29718,11373,2.613030862569243,8
2017-03,Dart,27816,11700,2.3774358974358973,6
2017-03,Go,29917,11752,2.54569434989789,5
2017-03,Haskell,6907,2979,2.318563276267204,21
2017-03,Java,63401,23839,2.6595494777465496,4
2017-03,JavaScript,115612,42513,2.7194505210171007,1
2017-03,Julia,12036,4547,2.6470200131955135,16
2017-03,Kotlin,8039,3294,2.4404978749241044,20
2017-03,Lua,8897,3706,2.4007015650296815,19
2017-03,Objective-C,10349,4311,2.4006031083275343,17
2017-03,PHP,29232,10943,2.671296719363977,10
2017-03,Perl,9791,3898,2.5118009235505387,18
2017-03,Python,97117,40886,2.3753118426845377,2
2017-03,R,17944,7218,2.486007204211693,11
2017-03,Ruby,16862,6543,2.5771053033776554,13
2017-03,Rust,14378,6778,2.1212747123045146,12
2017-03,Scala,14862,5798,2.563297688858227,15
2017-03,Swift,15147,6182,2.4501779359430604,14
2017-03,TypeScript,63667,26030,2.445908567038033,3
2017-04,C,25141,9595,2.620218863991662,10
2017-04,C#,33812,14068,2.403468865510378,5
2017-04,C++,28632,11937,2.3985926112088465,7
2017-04,Dart,29705,11097,2.676849598990718,9
2017-04,Go,32947,12963,2.541618452518707,6
2017-04,Haskell,7389,2723,2.713551230260742,21
2017-04,Java,63238,24011,2.6337095497896796,4
2017-04,JavaScript,112595,38339,2.9368267299616577,2
2017-04,Julia,14311,5865,2.440068201193521,16
2017-04,Kotlin,8337,3491,2.388140933829848,20
2017-04,Lua,10459,4679,2.2353066894635605,18
2017-04,Objective-C,10842,5189,2.0894199267681635,17
2017-04,PHP,29759,11294,2.6349389056136,8
2017-04,Perl,9866,4132,2.3877057115198452,19
2017-04,Python,101105,42273,2.39171575237149,1
2017-04,R,16979,7113,2.387037818079573,12
2017-04,Ruby,17727,7715,2.2977316915100454,11
2017-04,Rust,14195,6913,2.0533776941993347,13
2017-04,Scala,16050,6037,2.6586052675169785,14
2017-04,Swift,15450,5873,2.6306827856291504,15
2017-04,TypeScript,63285,28647,2.209131846266625,3
2017-05,C,25100,8949,2.804782657280143,10
2017-05,C#,31691,14022,2.2600912851233774,5
2017-05,C++,29079,10724,2.7115814994405074,8
2017-05,Dart,24647,9788,2.5180833673886394,9
2017-05,Go,31952,12805,2.4952752830925418,7
2017-05,Haskell,6903,2426,2.8454245671887883,21
2017-05,Java,63555,25528,2.489619241617048,4
2017-05,JavaScript,123105,44030,2.795934590052237,1
2017-05,Julia,14225,5720,2.486888111888112,15
2017-05,Kotlin,8825,3536,2.495757918552036,19
2017-05,Lua,9592,3982,2.408839779005525,18
2017-05,Objective-C,10558,4255,2.481316098707403,17
2017-05,PHP,31619,13186,2.397922038525709,6
2017-05,Perl,9522,3485,2.732281205164993,20
2017-05,Python,101635,39924,2.5457118525197875,2
2017-05,R,17568,7374,2.382424735557364,11
2017-05,Ruby,18128,6829,2.654561429199004,13
2017-05,Rust,14668,7011,2.092140921409214,12
2017-05,Scala,14456,5674,2.5477617201268945,16
2017-05,Swift,15881,6583,2.4124259456174997,14
2017-05,TypeScript,65470,27230,2.4043334557473375,3
2017-06,C,26303,9216,2.8540581597222223,10
2017-06,C#,32396,12183,2.659115160469507,7
2017-06,C++,31000,12604,2.459536655030149,6
2017-06,Dart,26833,11155,2.405468399820708,9
2017-06,Go,32303,13200,2.4471969696969698,5
2017-06,Haskell,7311,2682,2.7259507829977627,21
2017-06,Java,60606,23949,2.5306275836151824,4
2017-06,JavaScript,116818,45492,2.5678800668249364,1
2017-06,Julia,13759,5374,2.560290286564942,16
2017-06,Kotlin,10113,3818,2.648768988999476,20
2017-06,Lua,9553,4124,2.316440349175558,19
2017-06,Objective-C,10600,4832,2.193708609271523,17
2017-06,PHP,30100,11528,2.611034004163775,8
2017-06,Perl,10863,4553,2.385899406984406,18
2017-06,Python,98661,40102,2.460251359034462,2
2017-06,R,20357,7961,2.5570908177364653,11
2017-06,Ruby,18507,7594,2.4370555701869896,13
2017-06,Rust,16223,7660,2.1178851174934725,12
2017-06,Scala,15108,5682,2.658922914466737,15
2017-06,Swift,16508,6835,2.4152158010241402,14
2017-06,TypeScript,65965,31352,2.104012503189589,3
2017-07,C,25523,10794,2.3645543820641097,10
2017-07,C#,31198,11497,2.7135774549882576,8
2017-07,C++,29514,11139,2.649609480204686,9
2017-07,Dart,27810,11591,2.39927529980157,7
2017-07,Go,30307,12178,2.4886680899983578,6
2017-07,Haskell,6777,2683,2.5259038389862094,21
2017-07,Java,65810,24570,2.6784696784696784,4
2017-07,JavaScript,119238,43454,2.744005154876421,1
2017-07,Julia,13296,5412,2.456762749445676,16
2017-07,Kotlin,9972,4097,2.4339760800585792,18
2017-07,Lua,9721,3386,2.870939161252215,20
2017-07,Objective-C,10638,4204,2.5304471931493815,17
2017-07,PHP,29689,12580,2.3600158982511923,5
2017-07,Perl,10103,4040,2.500742574257426,19
2017-07,Python,98048,38109,2.5728305649584087,2
2017-07,R,18668,6974,2.6767995411528536,14
2017-07,Ruby,17521,7203,2.43245869776482,13
2017-07,Rust,17840,9247,1.9292743592516493,11
2017-07,Scala,15385,6272,2.45296556122449,15
2017-07,Swift,17617,7253,2.4289259616710326,12
2017-07,TypeScript,64059,25286,2.533378153919165,3
2017-08,C,25142,9063,2.7741365993600353,10
2017-08,C#,32759,13648,2.400278429073857,6
2017-08,C++,28798,10905,2.640806969280147,9
2017-08,Dart,28624,12192,2.347769028871391,7
2017-08,Go,33063,14190,2.330021141649049,5
2017-08,Haskell,6780,2704,2.507396449704142,21
2017-08,Java,67702,24660,2.745417680454177,4
2017-08,JavaScript,120663,45290,2.664230514462354,1
2017-08,Julia,13798,5278,2.6142478211443727,16
2017-08,Kotlin,9442,3369,2.802612051053725,20
2017-08,Lua,9402,3776,2.4899364406779663,17
2017-08,Objective-C,9800,3687,2.6579875237320314,19
2017-08,PHP,27217,11424,2.3824404761904763,8
2017-08,Perl,9309,3694,2.520032485110991,18
2017-08,Python,97566,38668,2.5231716147719045,2
2017-08,R,17646,6742,2.6173242361317115,12
2017-08,Ruby,16186,5996,2.699466310873916,15
2017-08,Rust,17440,8713,2.001606794445082,11
2017-08,Scala,15288,6313,2.421669570727071,14
2017-08,Swift,16506,6376,2.588770388958595,13
2017-08,TypeScript,64202,24829,2.5857666438438924,3
2017-09,C,25295,9403,2.6900989046049135,10
2017-09,C#,34169,14198,2.4066065643048318,5
2017-09,C++,29707,12270,2.421108394458028,7
2017-09,Dart,27996,11353,2.465956134942306,9
2017-09,Go,31124,11701,2.659943594564567,8
2017-09,Haskell,6979,2810,2.483629893238434,21
2017-09,Java,63202,25285,2.4995847340320347,4
2017-09,JavaScript,115883,40583,2.8554567183303354,1
2017-09,Julia,13841,5003,2.766540075954427,16
2017-09,Kotlin,10227,4137,2.472081218274112,17
2017-09,Lua,9923,3779,2.625826938343477,19
2017-09,Objective-C,9677,3786,2.5559957739038563,18
2017-09,PHP,29300,12568,2.331317632081477,6
2017-09,Perl,9482,3739,2.535972185076224,20
2017-09,Python,93654,36017,2.6002720937335146,2
2017-09,R,19132,7839,2.4406174256920528,11
2017-09,Ruby,16600,6432,2.5808457711442787,13
2017-09,Rust,17713,7393,2.39591505478155,12
2017-09,Scala,16157,6365,2.5384131971720345,14
2017-09,Swift,17813,6028,2.9550431320504313,15
2017-09,TypeScript,70569,29308,2.407840862563123,3
2017-10,C,24405,9408,2.5940688775510203,11
2017-10,C#,31565,14117,2.2359566480130337,5
2017-10,C++,28095,10684,2.6296330962186447,9
2017-10,Dart,28819,11069,2.6035775589484147,8
2017-10,Go,30550,11947,2.557127312295974,7
2017-10,Haskell,6785,2955,2.296108291032149,21
2017-10,Java,63867,24508,2.60596539905337,4
2017-10,JavaScript,125016,43060,2.9032977241058986,1
2017-10,Julia,13130,5741,2.287058003832085,16
2017-10,Kotlin,11617,4854,2.3932838895756077,17
2017-10,Lua,9524,3893,2.446442332391472,19
2017-10,Objective-C,9088,3800,2.391578947368421,20
2017-10,PHP,32065,12691,2.5265936490426286,6
2017-10,Perl,10145,4268,2.376991565135895,18
2017-10,Python,94084,35550,2.6465260196905764,2
2017-10,R,19179,8151,2.3529628266470373,12
2017-10,Ruby,16121,6854,2.35205719288007,14
2017-10,Rust,19066,10166,1.8754672437536888,10
2017-10,Scala,15414,6716,2.2951161405598572,15
2017-10,Swift,18095,7000,2.585,13
2017-10,TypeScript,67588,26857,2.5165878541907136,3
2017-11,C,24558,9048,2.7141909814323606,11
2017-11,C#,31208,11639,2.6813300111693446,7
2017-11,C++,29169,10288,2.8352449455676516,10
2017-11,Dart,28125,11903,2.36284970175586,6
2017-11,Go,32218,12821,2.51290850947664,5
2017-11,Haskell,7136,2617,2.726786396637371,21
2017-11,Java,63232,23682,2.6700447597331305,4
2017-11,JavaScript,125803,47540,2.64625578460244,1
2017-11,Julia,13953,5966,2.3387529332886356,16
2017-11,Kotlin,12619,4971,2.5385234359283846,17
2017-11,Lua,9658,3970,2.4327455919395464,19
2017-11,Objective-C,9680,4241,2.2824805470407923,18
2017-11,PHP,30045,11336,2.6504057868736766,8
2017-11,Perl,10003,3802,2.630983692793267,20
2017-11,Python,94762,35724,2.6526144888590304,2
2017-11,R,19468,7509,2.5926221867092822,14
2017-11,Ruby,17339,7703,2.2509411917434767,12
2017-11,Rust,19791,10854,1.8233830845771144,9
2017-11,Scala,16326,6555,2.4906178489702517,15
2017-11,Swift,18210,7552,2.411281779661017,13
2017-11,TypeScript,72292,32823,2.202479968314901,3
2017-12,C,24443,9587,2.549598414519662,11
2017-12,C#,34605,14128,2.449391279728199,5
2017-12,C++,28524,11336,2.5162314749470713,8
2017-12,Dart,27461,11194,2.453189208504556,9
2017-12,Go,33811,12331,2.741951179952964,7
2017-12,Haskell,6804,2784,2.4439655172413794,21
2017-12,Java,67184,23601,2.846659039871192,4
2017-12,JavaScript,123842,43433,2.8513342389427394,1
2017-12,Julia,14731,6658,2.2125262841694204,16
2017-12,Kotlin,12968,6211,2.0879085493479312,17
2017-12,Lua,9946,4021,2.473514051231037,19
2017-12,Objective-C,9594,3914,2.4512008175779254,20
2017-12,PHP,30167,12913,2.336172849066832,6
2017-12,Perl,9559,4102,2.3303266699171137,18
2017-12,Python,103581,43107,2.402881202588907,2
2017-12,R,19622,7370,2.662415196743555,12
2017-12,Ruby,16681,6874,2.4266802443991855,15
2017-12,Rust,21381,9901,2.1594788405211593,10
2017-12,Scala,16767,7053,2.3772862611654615,13
2017-12,Swift,17471,7004,2.4944317532838376,14
2017-12,TypeScript,72878,32125,2.2685758754863814,3
2018-01,C,27749,9364,2.9633703545493377,11
2018-01,C#,37266,13265,2.8093479080286468,5
2018-01,C++,32174,12182,2.6411098341815795,7
2018-01,Dart,29077,11995,2.4240933722384326,8
2018-01,Go,33816,13120,2.577439024390244,6
2018-01,Haskell,7298,2775,2.6299099099099097,21
2018-01,Java,64919,24752,2.6227779573367807,4
2018-01,JavaScript,135295,48477,2.790911153743012,1
2018-01,Julia,15111,6103,2.4759954120924137,17
2018-01,Kotlin,14522,6183,2.3486980430211872,16
2018-01,Lua,10565,3967,2.663221578018654,19
2018-01,Objective-C,9102,3610,2.521329639889197,20
2018-01,PHP,29049,10976,2.6465925655976674,9
2018-01,Perl,10110,4213,2.3997151673391883,18
2018-01,Python,97793,40181,2.4338120006968467,2
2018-01,R,20478,8277,2.474084813338166,12
2018-01,Ruby,17635,6854,2.572950102130143,14
2018-01,Rust,21356,9682,2.2057426151621566,10
2018-01,Scala,16660,6414,2.5974430932335517,15
2018-01,Swift,18446,7580,2.433509234828496,13
2018-01,TypeScript,73134,29459,2.482568994195322,3
2018-02,C,27003,10637,2.538591708188399,11
2018-02,C#,35406,13527,2.6174318030605455,7
2018-02,C++,32726,14355,2.279763148728666,5
2018-02,Dart,30799,11738,2.6238711875958427,9
2018-02,Go,36078,14279,2.526647524336438,6
2018-02,Haskell,7479,3088,2.4219559585492227,21
2018-02,Java,63611,23432,2.7147063844315467,4
2018-02,JavaScript,136620,53455,2.555794593583388,1
2018-02,Julia,15215,6482,2.3472693613082383,16
2018-02,Kotlin,14547,5796,2.509834368530021,17
2018-02,Lua,10320,4287,2.4072778166550033,19
2018-02,Objective-C,9181,4383,2.0946840063883183,18
2018-02,PHP,30923,12544,2.4651626275510203,8
2018-02,Perl,9478,3753,2.5254463096189714,20
2018-02,Python,112155,45819,2.447783670529693,2
2018-02,R,20155,8232,2.448372206025267,12
2018-02,Ruby,16976,6577,2.5811160103390605,15
2018-02,Rust,22975,11707,1.9625010677372512,10
2018-02,Scala,15726,6609,2.3794825238311392,14
2018-02,Swift,18970,7401,2.563167139575733,13
2018-02,TypeScript,75027,28278,2.653193295141099,3
2018-03,C,27781,12251,2.267651620275896,11
2018-03,C#,37641,14681,2.563926163067911,6
2018-03,C++,31803,12739,2.496506790171913,9
2018-03,Dart,31864,12314,2.587623842780575,10
2018-03,Go,37478,15465,2.423407694794698,5
2018-03,Haskell,7642,3150,2.426031746031746,21
2018-03,Java,71962,28788,2.4997221064332362,4
2018-03,JavaScript,136026,47749,2.8487717020251733,1
2018-03,Julia,15530,6066,2.5601714474118036,17
2018-03,Kotlin,15149,6363,2.3807952223793807,16
2018-03,Lua,10843,4881,2.2214710100389263,18
2018-03,Objective-C,9633,3914,2.4611650485436893,20
2018-03,PHP,31185,12860,2.4249611197511665,8
2018-03,Perl,10343,3942,2.623795027904617,19
2018-03,Python,105297,37852,2.781808094684561,2
2018-03,R,20990,8877,2.3645375689985357,12
2018-03,Ruby,17695,7565,2.3390614672835426,14
2018-03,Rust,25416,13805,1.8410720753350236,7
2018-03,Scala,17755,6854,2.5904581266413773,15
2018-03,Swift,18807,8027,2.342967484739006,13
2018-03,TypeScript,77655,32505,2.389017074296262,3
2018-04,C,28054,12417,2.2593218973987277,9
2018-04,C#,37879,14688,2.578907952069717,5
2018-04,C++,35876,12897,2.7817321857796387,7
2018-04,Dart,32889,13690,2.402410518626735,6
2018-04,Go,33916,12512,2.710677749360614,8
2018-04,Haskell,7960,3175,2.5070866141732284,21
2018-04,Java,67081,25253,2.656357660475983,4
2018-04,JavaScript,132284,49857,2.653268347473775,1
2018-04,Julia,15676,6246,2.509766250400256,17
2018-04,Kotlin,16525,7159,2.30828327978768,14
2018-04,Lua,11529,4121,2.7976219364231985,19
2018-04,Objective-C,9220,3306,2.7888687235329703,20
2018-04,PHP,31606,12068,2.61899237653298,11
2018-04,Perl,10555,4318,2.4444187123668364,18
2018-04,Python,120885,41368,2.9221862309031135,2
2018-04,R,22331,9087,2.457466710685595,12
2018-04,Ruby,16079,6565,2.4492003046458493,16
2018-04,Rust,26135,12350,2.1161943319838055,10
2018-04,Scala,17771,7065,2.5153573956121726,15
2018-04,Swift,19157,7428,2.579025309639203,13
2018-04,TypeScript,77216,31425,2.4571519490851235,3
2018-05,C,28533,10709,2.66439443458773,11
2018-05,C#,35511,13448,2.640615704937537,7
2018-05,C++,33136,14608,2.2683461117196058,6
2018-05,Dart,31378,11749,2.6706953783300706,9
2018-05,Go,39614,15339,2.582567312080318,5
2018-05,Haskell,7487,2776,2.6970461095100866,21
2018-05,Java,69076,29830,2.31565538048944,4
2018-05,JavaScript,141268,45429,3.1096436197142796,1
2018-05,Julia,14798,5624,2.6312233285917497,17
2018-05,Kotlin,16638,7634,2.1794603091433062,14
2018-05,Lua,10277,3883,2.6466649497810972,18
2018-05,Objective-C,8881,3372,2.6337485172004746,20
2018-05,PHP,28609,11655,2.4546546546546546,10
2018-05,Perl,10079,3785,2.662879788639366,19
2018-05,Python,113343,41911,2.7043735534823794,2
2018-05,R,21944,9048,2.425287356321839,12
2018-05,Ruby,17566,7625,2.3037377049180328,15
2018-05,Rust,27449,12524,2.1917119131267966,8
2018-05,Scala,17257,6895,2.5028281363306744,16
2018-05,Swift,20089,8144,2.466723968565815,13
2018-05,TypeScript,83823,32077,2.6131807837391277,3
2018-06,C,27868,10913,2.553651608173738,11
2018-06,C#,34391,15011,2.291053227633069,6
2018-06,C++,31822,13225,2.4062003780718335,8
2018-06,Dart,33416,13976,2.3909559244419003,7
2018-06,Go,38862,15834,2.4543387646835924,5
2018-06,Haskell,7954,2907,2.7361541107671137,21
2018-06,Java,70001,28636,2.4445104064813523,4
2018-06,JavaScript,140244,48913,2.867213215300636,1
2018-06,Julia,16766,6555,2.5577421815408083,16
2018-06,Kotlin,18585,7428,2.5020193861066238,14
2018-06,Lua,10374,4392,2.362021857923497,18
2018-06,Objective-C,8822,3899,2.26263144395999,20
2018-06,PHP,29884,11228,2.6615603847524048,10
2018-06,Perl,9687,4209,2.301496792587313,19
2018-06,Python,115723,44821,2.581892416501194,2
2018-06,R,22430,9143,2.453242918079405,12
2018-06,Ruby,16822,6553,2.5670685182359225,17
2018-06,Rust,27076,12948,2.091133765832561,9
2018-06,Scala,17143,6840,2.5062865497076023,15
2018-06,Swift,19791,7616,2.598608193277311,13
2018-06,TypeScript,79838,32236,2.4766720436778757,3
2018-07,C,26219,10622,2.468367539069855,11
2018-07,C#,38194,17017,2.244461420932009,5
2018-07,C++,33635,12745,2.6390741467242056,9
2018-07,Dart,33374,14437,2.3116991064625614,7
2018-07,Go,38496,15028,2.5616183124833642,6
